genus,base of range (Ma),top of range (Ma),collections,with abundances,geometric mean abundance
Collichara,58.7,55.8,2,0,NaN
Collinsius,33.9,23.03,1,0,NaN
Colliolus,33.9,23.03,2,0,NaN
Collonia,66,23.03,16,3,0.0032
Collonista,33.9,28.4,1,0,NaN
Collops,37.2,33.9,3,3,0.0007
Colodon,46.2,23.03,57,7,0.3192
Colombipollis,58.7,55.8,1,1,0.0137
Colomyia,47.8,41.3,1,1,0.0002
Colotes,56,41.3,3,3,0.0084
Colpocherus,55.8,50.3,3,2,0.0163
Colpoclaenus,63.3,56.8,16,0,NaN
Colpophyllia,48.6,23.03,72,8,0.0219
Colposigma,66,33.9,22,3,0.0965
Colpospira,48.6,33.9,13,0,NaN
Colsia,41.3,38,1,0,NaN
Coluber,28.1,23.03,3,0,NaN
Colubraria,66,33.9,3,0,NaN
Colubrina,37.2,33.9,3,2,0.0023
Columastrea,33.9,23.03,1,0,NaN
Columbarium,66,23.03,10,4,0.0024
Columbella,47.8,41.3,3,0,NaN
Columbellopsis,66,38,11,6,0.0017
Columbomys,28.1,23.03,1,0,NaN
Columnocoenia,66,61.6,2,0,NaN
Columnocorna,55.8,48.6,1,1,0.0054
Columnotheca,66,61.6,3,1,0.0267
Colus,66,23.03,9,3,0.0457
Coluzea,66,28.1,10,0,NaN
Colwellia,66,38,18,14,0.014
Colymbiculus,47.8,41.3,1,1,0.2593
Colymboides,33.9,28.1,1,0,NaN
Combretum,55.8,48.6,1,1,0.0059
Comicilabium,48.6,37.2,1,1,0.0079
Cominella,66,23.03,32,6,0.0104
Comitas,41.3,28.1,12,1,0.0041
Comitileda,59.2,33.9,2,1,0.0241
Comminicarpa,48.6,37.2,1,1,0.0022
Commium,61.6,56,1,0,NaN
Comocladia,56,23.03,1,0,NaN
Compositoipollenites,48.6,40.4,1,0,NaN
Compressidens,59.2,56,3,3,0.0292
Compsemys,66,56.8,19,6,0.7783
Compsomyax,37.2,33.9,1,0,NaN
Comptonia,55.8,23.03,23,0,NaN
Comptosia,48.6,33.9,2,2,0.043
Conacodon,66,63.3,19,5,0.216
Conantophis,33.3,30.8,1,1,0.25
Conarete,47.8,41.3,1,1,0.0031
Concavus,28.4,28.1,3,1,0.0833
Conchocele,55.8,23.03,34,2,0.2003
Conchochelys,66,63.3,1,1,1
Concholepas,37.2,33.9,1,0,NaN
Conchothyra,66,56,5,0,NaN
Concursator,47.8,41.3,1,1,0.0013
Condylocardia,41.3,38,1,0,NaN
Condylocuna,37.2,33.9,1,0,NaN
Confiniummys,33.9,23.03,1,0,NaN
Confusiscala,66,28.1,3,0,NaN
Conger,61.6,33.9,18,3,0.0009
Congeria,28.1,23.03,2,0,NaN
Congeris,41.3,23.03,9,0,NaN
Congosaurus,66,56,6,0,NaN
Congregopora,66,61.6,1,0,NaN
Congridarum,61.6,23.03,2,1,0.0226
Coniatus,50.3,23.03,6,6,0.0084
Conicaudus,47.8,41.3,1,1,0.0013
Conicera,47.8,41.3,1,1,0.0002
Coniferites,33.9,23.03,10,0,NaN
Conilithes,47.8,23.03,13,0,NaN
Coniophis,63.3,33.9,15,2,0.0016
Coniophys,58.7,48.6,1,1,1
Coniopteryx,47.8,41.3,1,1,0.0016
Coniscala,66,59.2,11,7,0.0019
Conites,55.8,48.6,1,0,NaN
Conocephalus,59.2,56,1,1,0.0086
Conoclypeos,56,47.8,1,0,NaN
Conoclypeus,56,33.9,5,0,NaN
Conoclypus,38,37.2,2,1,0.0128
Conocrinus,56,38,9,0,NaN
Conocyathus,66,25.2,12,2,0.0031
Conoformica,47.8,41.3,1,1,0.0014
Conominolia,66,28.4,6,3,0.0777
Conomitra,61.6,23.03,93,29,0.0068
Conopeum,66,28.1,22,2,0.2272
Conopora,66,47.8,2,0,NaN
Conorbis,47.8,23.03,23,0,NaN
Conoryctella,63.3,61.7,8,0,NaN
Conoryctes,63.3,61.7,4,1,0.0185
Conosmilia,37.2,23.03,2,0,NaN
Conostigmus,47.8,41.3,2,2,0.0182
Conotomaria,66,59.2,6,5,0.0174
Conotrachelus,37.2,33.9,1,1,0.0037
Conotrochammina,66,55.8,2,0,NaN
Conotrochus,28.4,28.1,2,0,NaN
Contogenys,66,61.7,3,2,1
Contracuparius,33.9,23.03,2,0,NaN
Conus,59.2,23.03,281,77,0.0052
Converrucosisporites,56,33.9,40,36,0.0052
Convexivertex,55.8,48.6,1,1,0.0054
Convolvulites,37.2,33.9,1,0,NaN
Conzattia,37.2,33.9,1,0,NaN
Cookella,56,47.8,1,1,0.0066
Coona,55.8,48,1,1,0.0714
Copecion,61.7,50.3,81,29,0.0657
Copedelphys,37.2,33.3,13,0,NaN
Copelatus,47.8,28.4,2,2,0.019
Copelemur,55.8,46.2,15,0,NaN
Copepteryx,28.1,23.03,6,0,NaN
Cophocara,66,56,2,0,NaN
Cophocoris,37.2,33.9,1,1,0.0004
Cophura,37.2,33.9,1,1,0.0189
Copidita,37.2,33.9,1,1,0.0004
Copromorpha,34,34,1,1,0.0063
Coprosma,52.22,52.22,10,10,0.0597
Coptochetus,61.6,38,8,1,0.0029
Coptochromus,37.2,33.9,1,1,0.0014
Coptosoma,59.2,56,1,1,0.0172
Coptostoma,61.6,38,14,6,0.0012
Copytus,37.2,23.03,4,4,0.0272
Coquillettidia,47.8,41.3,1,1,0.0042
Corallicarcinus,33.9,28.4,3,0,NaN
Corallina,59.2,23.03,34,0,NaN
Coralliophaga,58.7,23.03,11,3,0.052
Coralliophila,41.3,23.03,5,0,NaN
Corallistes,55.8,53,2,0,NaN
Corallium,37.2,33.9,1,0,NaN
Corallus,66,56,2,2,0.0625
Coraster,66,56,7,0,NaN
Corbarimys,55.8,50.3,1,0,NaN
Corbicula,66,28.4,109,25,0.0765
Corbisema,66,56,40,5,0.0319
Corbula,66,23.03,657,310,0.0239
Corbulamella,66,48.6,3,0,NaN
Corbulomya,56,38,2,0,NaN
Cordia,56,33.9,7,0,NaN
Cordiera,41.3,38,5,0,NaN
Cordieria,61.6,23.03,33,20,0.0041
Cordilura,37.2,33.9,1,1,0.0455
Cordosphaeridium,47.8,23.03,7,4,0.0115
Cordulia,47.8,41.3,1,1,1
Cordyla,47.8,23.03,7,7,0.0013
Cordylomyia,47.8,41.3,1,1,0.0385
Corethra,50.3,46.2,1,1,0.0323
Corethrella,47.8,41.3,3,3,0.0308
Coreus,28.1,23.03,1,1,0.0094
Corimalia,37.2,33.9,1,1,0.0056
Coriphagus,63.3,61.7,12,1,0.0185
Corixa,37.2,23.03,11,11,0.0036
Corizus,66,33.9,6,6,0.004
Cormocyon,30.8,24.8,4,1,0.1111
Corneliola,47.8,41.3,1,1,0.0043
Corneometa,47.8,41.3,3,3,0.0031
Cornetia,66,55.8,4,4,0.0069
Cornophyllum,66,61.7,32,23,0.2338
Cornua,66,56,2,0,NaN
Cornuanandrus,47.8,41.3,5,5,0.0017
Cornula,47.8,41.3,1,0,NaN
Cornulina,61.6,33.9,53,17,0.002
Cornus,66,23.03,76,8,0.0194
Cornuspira,37.2,23.03,5,0,NaN
Cornutella,66,59.2,29,26,0.0095
Cornwallius,28.1,23.03,10,2,1
Coronia,66,28.1,122,82,0.0051
Coronifera,58.7,55.8,1,1,0.0263
Coronina,56,47.8,1,1,0.0113
Corphyra,37.2,33.9,1,1,0.0004
Corrundinium,41.3,38,1,0,NaN
Corsania,66,61.6,1,0,NaN
Corsinipollenites,58.7,40.4,22,18,0.0093
Corticaria,56,23.03,9,9,0.0038
Corticarina,47.8,41.3,5,5,0.2126
Corvina,41.3,23.03,22,3,0.0017
Corydalis,28.4,23.03,1,1,0.0035
Corydasialis,47.8,41.3,1,1,0.0041
Corylites,58.7,50.3,58,11,0.4944
Coryloides,48.6,37.2,1,1,0.01
Corylopsis,56,23.03,4,0,NaN
Corylus,66,23.03,32,7,0.027
Corynitis,47.8,41.3,2,2,0.0023
Corynoneura,56,47.8,1,1,0.3341
Corynoptera,47.8,41.3,43,43,0.0018
Corynostylis,33.9,23.03,3,0,NaN
Coryphaenoides,61.6,59.2,2,2,0.0021
Coryphodon,56,48.6,469,186,0.0487
Coryphostoma,59.2,47.8,4,4,0.0184
Corystus,33.9,28.1,1,0,NaN
Cosa,33.9,28.4,1,0,NaN
Coscinaraea,56,33.9,2,1,0.0061
Coscinodiscus,66,41.3,23,3,0.0471
Coscinophragma,59.2,56,2,0,NaN
Coscinopleura,66,61.6,4,1,0.0267
Coskinolina,56,28.4,5,0,NaN
Coskinon,59.2,56,1,0,NaN
Cosmasyrinx,66,28.4,10,3,0.0194
Cosmolithes,66,41.3,4,1,0.0069
Cossmannella,47.8,41.3,5,1,1
Cossmannia,61.6,41.3,4,0,NaN
Cossmannica,55.8,41.3,6,0,NaN
Cossonus,66,23.03,7,6,0.0192
Costa,47.8,23.03,11,0,NaN
Costacallista,61.6,23.03,61,26,0.0115
Costacopluma,66,61.6,3,0,NaN
Costazzia,33.9,28.1,1,0,NaN
Costellamussiopecten,33.9,23.03,7,0,NaN
Costelloleda,66,56,1,0,NaN
Costifer,66,53,1,0,NaN
Costosyrnola,37.2,33.9,1,0,NaN
Cotinus,37.2,33.9,5,4,0.0086
Cotradechites,56.8,55.8,1,1,0.0053
Cottreaucorys,66,61.6,1,0,NaN
Coturnipes,55.8,50.3,1,0,NaN
Cotylocara,28.1,23.03,1,1,1
Coupatezia,58.7,37.2,16,1,0.0303
Crab,56,33.9,2,0,NaN
Crabro,37.2,33.9,1,1,0.0037
Cragon,66,23.03,1,0,NaN
Craigia,33.9,23.03,9,1,0.0086
Cranea,66,33.9,5,0,NaN
Crania,66,38,16,0,NaN
Craniscus,66,38,3,1,0.0161
Craseops,46.2,40.4,1,1,0.0084
Crasinella,41.3,38,2,1,0.0025
Craspedopora,55.8,48.6,2,1,0.0133
Craspedosoma,47.8,41.3,8,0,NaN
Crassachelys,56,47.8,1,0,NaN
Crassadoma,33.9,23.03,1,0,NaN
Crassatella,66,23.03,439,120,0.0154
Crassatina,66,28.4,7,5,0.0006
Crassicellepora,66,61.6,1,1,0.0185
Crassimarginatella,41.3,38,4,0,NaN
Crassimurex,41.3,38,1,0,NaN
Crassinella,47.8,28.1,76,46,0.0065
Crassiscala,55.8,48.6,1,0,NaN
Crassisclas,55.8,48.6,1,0,NaN
Crassispira,47.8,23.03,29,9,0.0029
Crassitella,33.9,28.1,1,0,NaN
Crassitoniella,28.1,23.03,3,0,NaN
Crassivitisemen,48.6,37.2,1,0,NaN
Crassostrea,61.6,23.03,112,40,0.0172
Crassotrea,56,28.4,3,0,NaN
Cratacanthus,37.2,33.9,1,1,0.0053
Crataegus,61.7,23.03,30,11,0.0037
Crateraster,66,47.8,5,0,NaN
Cratoparis,50.3,33.9,4,4,0.0077
Cratyna,47.8,41.3,1,1,0.0014
Creatolamna,38,33.9,1,0,NaN
Credneria,66,56,6,0,NaN
Cremastorhynchus,37.2,33.9,2,2,0.0025
Cremastus,33.9,28.4,1,1,0.0018
Cremnops,34,34,1,1,0.0057
Crenatocetus,48.6,37.2,1,1,1
Crenatosiren,33.9,23.03,10,8,0.7499
Crenaturricula,66,33.9,9,0,NaN
Crenella,66,28.4,33,16,0.0029
Crenilabium,66,28.1,18,6,0.0083
Crenilabrus,47.8,41.3,1,0,NaN
Creniphilites,34,34,1,1,0.0057
Creonella,66,38,6,4,0.0082
Crepidocnema,56,47.8,1,1,0.0022
Crepidodera,47.8,41.3,2,2,0.019
Crepidula,61.6,23.03,139,57,0.0049
Crepispisula,48.6,37.2,1,0,NaN
Creseis,41.3,28.1,9,0,NaN
Cresies,33.9,28.1,1,0,NaN
Cretirhynchia,66,61.6,4,0,NaN
Cretolamna,66,23.03,18,1,0.0034
Cretomerobius,49.43,49.43,1,1,0.0909
Cretotortor,66,61.6,1,1,0.2
Cribocentrum,47.8,41.3,1,0,NaN
Cribrendoecium,41.3,38,1,0,NaN
Cribrobulimina,59.2,56,1,0,NaN
Cribrocentrum,38,33.9,1,0,NaN
Cribrogenerina,37.2,33.9,1,0,NaN
Cribrononion,48.6,37.2,1,0,NaN
Cribroperidinium,41.3,23.03,5,0,NaN
Cribrostomoides,47.8,41.3,12,0,NaN
Cricella,61.6,59.2,1,1,0.0039
Cricetodon,48.6,23.03,2,0,NaN
Cricetops,28.4,23.03,1,0,NaN
Cricotopiella,47.8,41.3,1,1,0.0001
Cricotopus,47.8,41.3,28,28,0.0005
Cricotriporites,55.8,37.2,13,13,0.0094
Crinifer,33.9,28.1,1,0,NaN
Criobulimina,59.2,56,1,0,NaN
Crioceridea,34,34,3,2,0.0081
Crioceris,47.8,23.03,2,2,0.0244
Crioraphes,47.8,41.3,1,1,0.0024
Crisia,38,28.1,4,0,NaN
Crisidia,66,56,1,0,NaN
Crisidmonea,66,61.6,3,0,NaN
Crisisina,66,59.2,6,6,0.3309
Crispatotrochus,56,33.9,3,0,NaN
Cristaria,48.6,37.2,1,0,NaN
Cristdentinus,37.2,33.9,1,0,NaN
Cristellaria,66,23.03,19,0,NaN
Cristispira,56,28.4,13,0,NaN
Crisulipora,33.9,28.1,4,0,NaN
Critoneura,47.8,41.3,1,1,0.0009
Crivadiatherium,33.9,28.4,2,1,1
Crocidosorex,28.4,23.03,2,0,NaN
Crocistethus,28.4,23.03,1,1,0.0009
Crocodilis,37.2,33.9,1,1,0.2857
Crocodylus,59.2,28.4,36,1,0.0028
Cromium,37.2,33.9,1,1,0.1176
Crommium,61.6,23.03,108,76,0.082
Croneisites,47.8,41.3,1,0,NaN
Cronicus,47.8,41.3,8,7,0.0032
Crossvallia,58.7,55.8,1,1,1
Croton,37.2,33.9,1,0,NaN
Crototricolpites,58.7,48.6,8,8,0.0212
Crowsonium,47.8,41.3,2,2,0.0025
Crucibulum,41.3,33.9,3,0,NaN
Crucimys,30.8,24.8,3,2,0.0833
Cruciptera,48.6,28.4,3,1,0.0024
Crusafontites,48.6,37.2,1,1,0.0059
Cruschedula,33.9,23.03,1,0,NaN
Cryphaeostrea,66,61.6,1,0,NaN
Cryphoezaga,47.8,41.3,1,1,0.0042
Crypholestes,50.3,40.4,38,11,0.5164
Cryptagriotes,37.2,33.9,1,1,0.0004
Crypthelia,37.2,33.9,1,0,NaN
Cryptobranchus,61.7,56.8,1,0,NaN
Cryptocarpium,66,61.6,20,11,0.0056
Cryptocephalites,56,41.3,5,5,0.0249
Cryptocephalus,59.2,23.03,5,5,0.0098
Cryptocheilus,34,23.03,7,5,0.0065
Cryptochorda,55.8,33.9,10,1,0.0001
Cryptochromus,37.2,33.9,1,1,0.0004
Cryptoconus,66,28.4,27,6,0.0114
Cryptodiodon,47.8,41.3,1,1,0.0159
Cryptohelops,59.2,56,1,1,0.25
Cryptohypnus,56,33.9,3,3,0.0027
Cryptomanis,46.2,37.2,1,1,1
Cryptomeria,37.2,23.03,2,0,NaN
Cryptomya,47.8,38,3,0,NaN
Cryptonatica,33.9,23.03,13,0,NaN
Cryptophagus,66,34,7,7,0.0027
Cryptopithecus,37.2,33.9,3,0,NaN
Cryptoplanus,47.8,41.3,3,3,0.0032
Cryptopora,66,61.6,13,0,NaN
Cryptorhynchus,50.3,23.03,17,15,0.0111
Cryptorhytis,66,61.6,16,16,0.031
Cryptorrhynchites,47.8,41.3,1,1,0.0078
Cryptoryctes,37.2,33.9,8,2,0.0467
Cryptoserphus,47.8,41.3,3,3,0.0132
Cryptostomella,66,61.6,1,1,0.0041
Cryptus,37.2,23.03,4,4,0.0014
Crytoconus,33.9,28.1,1,0,NaN
Ctena,33.9,28.4,36,33,0.0061
Ctenamusium,37.2,33.9,2,0,NaN
Ctenicera,50.3,34,9,9,0.0063
Ctenilyria,37.2,23.03,2,0,NaN
Ctenistodes,47.8,41.3,1,1,0.0159
Ctenobethylus,47.8,28.4,26,26,0.0704
Ctenocella,59.2,56,1,0,NaN
Ctenocheles,66,23.03,6,0,NaN
Ctenoides,66,33.9,14,7,0.0427
Ctenolophonidites,48.6,37.2,1,1,0.0097
Ctenophora,28.4,23.03,2,2,0.0094
Ctenophoraster,56,38,1,0,NaN
Ctenoplectrella,47.8,41.3,17,17,0.0065
Ctenopristis,66,61.6,1,0,NaN
Ctereacoris,37.2,33.9,1,1,0.0004
Cubanaster,37.2,33.9,1,0,NaN
Cubitostrea,66,23.03,210,82,0.0987
Cucullaea,66,23.03,288,96,0.044
Cucullaria,61.6,28.4,8,4,0.0067
Cucumarites,33.9,28.1,3,0,NaN
Cucurbites,33.9,28.4,1,0,NaN
Cucurbitospermum,56,33.9,8,0,NaN
Cuisitherium,56,47.8,1,0,NaN
Cuismelanatria,56,47.8,9,9,0.0164
Culex,47.8,23.03,11,11,0.0151
Culicia,28.1,23.03,1,0,NaN
Culicites,28.4,23.03,2,2,0.0068
Culicoides,47.8,23.03,45,45,0.0044
Culiseta,47.8,41.3,6,6,0.2733
Cultellus,55.8,28.1,18,8,0.1059
Cumingia,41.3,38,1,0,NaN
Cuna,55.8,38,4,1,0.0019
Cuneisemen,48.6,37.2,1,1,0.0024
Cuneocorbula,66,33.9,38,28,0.0211
Cuneocythere,33.9,23.03,1,0,NaN
Cuneopsis,58.7,55.8,1,1,0.8333
Cunninghamia,,23.03,5,1,0.1626
Cunnolites,66,33.9,23,1,0.0032
Cupania,52.22,37.2,22,21,0.053
Cupanieidites,66,37.2,9,6,0.0052
Cupanites,55.8,48.6,1,1,0.0178
Cupanoides,56,28.4,3,0,NaN
Cupes,59.2,41.3,21,21,0.011
Cupressacites,48.6,40.4,1,0,NaN
Cupressimus,37.2,33.9,1,0,NaN
Cupressinites,56,47.8,2,0,NaN
Cupressinoxylon,56,47.8,2,1,0.2
Cupressistrobus,59.2,38,6,0,NaN
Cupressospermum,28.1,23.03,4,0,NaN
Cupuladria,56,47.8,7,7,0.0259
Cupuliferoidaepollenites,48.6,37.2,1,0,NaN
Cupuliferoipollenites,56,33.9,24,21,0.0064
Curculio,48.6,23.03,5,5,0.0317
Curculionites,66,23.03,27,27,0.0707
Curticopula,55.8,48.6,1,1,0.0054
Curticorna,55.8,48.6,1,1,0.0054
Curtipalpulus,55.8,48.6,1,1,0.0357
Curtisimyia,28.1,23.03,2,2,0.0292
Curviarculia,58.7,55.8,2,2,0.5774
Curvimonocolpites,58.7,55.8,6,6,0.015
Curvitinospora,48.6,37.2,1,1,0.0003
Cushamidea,41.3,38,1,0,NaN
Cushmanidea,47.8,23.03,21,0,NaN
Cuspicorbula,41.3,38,1,0,NaN
Cuspidaria,66,23.03,52,28,0.0035
Custodela,47.8,41.3,31,31,0.0032
Custodelela,47.8,41.3,1,1,0.001
Cuterebra,50.3,46.2,5,1,0.0645
Cuvillierina,59.2,56,1,0,NaN
Cyamocarcinus,56,33.9,2,0,NaN
Cyamocytheridea,38,33.9,5,0,NaN
Cyanopterus,34,34,1,1,0.0027
Cyathea,38,23.03,9,2,0.0553
Cyathedites,56,33.9,15,15,0.0395
Cyathidites,66,56,2,2,0.0225
Cyathidium,66,61.6,1,0,NaN
Cyathoceras,66,25.2,3,0,NaN
Cyathocoenia,56,33.9,1,0,NaN
Cyathomoprha,28.4,23.03,1,0,NaN
Cyathoseris,59.2,23.03,58,11,0.0229
Cyathosmilia,37.2,23.03,2,0,NaN
Cyathosuccinus,47.8,41.3,1,1,0.001
Cyathula,28.1,23.03,2,0,NaN
Cyatoseris,33.9,23.03,1,0,NaN
Cybium,66,23.03,16,2,0.0004
Cycadeospermum,66,56,9,0,NaN
Cycadopites,66,56,1,0,NaN
Cychramites,34,34,1,1,0.0057
Cycladicama,55.8,37.2,4,0,NaN
Cyclagelosphaera,66,56,1,0,NaN
Cyclammina,59.2,23.03,16,2,0.0104
Cyclaster,66,23.03,10,1,0.4815
Cyclicargolithus,47.8,41.3,1,0,NaN
Cyclichna,66,28.1,3,0,NaN
Cyclichnania,47.8,41.3,1,0,NaN
Cyclichnina,41.3,38,1,1,0.0116
Cyclicopora,33.9,28.1,6,0,NaN
Cyclina,47.8,41.3,9,0,NaN
Cyclinella,28.4,23.03,1,0,NaN
Cyclobalanopsis,56,33.9,6,0,NaN
Cyclocardia,48.6,23.03,165,23,0.002
Cyclocarya,56.8,28.1,4,0,NaN
Cyclochlamys,55.8,53,2,0,NaN
Cycloclypeus,28.1,23.03,1,0,NaN
Cyclocorystes,56,55.8,3,0,NaN
Cyclodostomia,61.6,59.2,2,2,0.0006
Cyclolitopsis,38,37.2,3,1,0.0064
Cycloloculina,33.9,23.03,2,0,NaN
Cyclomussa,33.9,28.4,1,0,NaN
Cyclopecten,55.8,48.6,1,0,NaN
Cyclopoma,55.8,50.3,1,0,NaN
Cyclorismina,66,33.9,15,0,NaN
Cycloseris,59.2,33.9,15,2,0.0143
Cyclososoma,47.8,41.3,1,1,0.0013
Cyclostoma,37.2,33.9,2,0,NaN
Cyclostrema,61.6,59.2,2,2,0.0002
Cyclostremella,38,33.9,1,0,NaN
Cyclostremiscus,66,28.1,33,24,0.0014
Cyclotus,41.3,33.9,3,0,NaN
Cyclurus,66,41.3,16,7,0.1215
Cycluspaera,55.8,48.6,1,1,0.075
Cyclusphaera,55.8,37.2,20,20,0.0135
Cydamus,37.2,33.9,1,1,0.0004
Cydnavites,56,47.8,1,1,1
Cydnopsis,48.6,23.03,6,5,0.0314
Cydnus,33.9,23.03,44,44,0.0133
Cyladrincanthus,38,33.9,1,0,NaN
Cylapopsallops,47.8,41.3,1,1,0.0031
Cylichina,33.9,23.03,1,0,NaN
Cylichna,61.6,28.1,112,55,0.0038
Cylichnania,66,23.03,10,5,0.0112
Cylichnella,41.3,23.03,3,1,0.0014
Cylinchna,48.6,37.2,2,2,0.0006
Cylindracanthus,55.8,33.9,31,2,0.0219
Cylindrellina,66,61.6,2,2,0.0001
Cylindrichnus,28.4,23.03,1,0,NaN
Cylindrobates,48.6,40.4,2,2,0.7071
Cylindrodon,37.2,33.9,34,0,NaN
Cylindrotoma,50.3,28.1,7,7,0.1184
Cyllene,66,55.8,15,13,0.0196
Cymaprimadon,37.2,33.9,1,0,NaN
Cymatiosphaera,28.1,23.03,3,0,NaN
Cymatium,56,28.4,10,1,0.0048
Cymatophos,37.2,33.9,1,1,0.0642
Cymatosyrinx,41.3,33.9,4,2,0.0008
Cymbalizon,47.8,41.3,1,1,0.0159
Cymbiodyta,28.4,23.03,1,0,NaN
Cymbiohahnia,47.8,41.3,6,6,0.0045
Cymbiopholcomma,47.8,41.3,3,3,0.0009
Cymbium,55.8,48.6,1,0,NaN
Cymenorytis,47.8,41.3,2,0,NaN
Cymia,48.6,28.4,3,0,NaN
Cymindoides,47.8,41.3,1,1,0.0016
Cymodocea,48.6,37.2,2,0,NaN
Cymonomus,66,23.03,1,0,NaN
Cymopolia,66,33.9,10,0,NaN
Cynarctoides,30.8,26.3,10,9,0.0527
Cyniscella,47.8,41.3,2,0,NaN
Cynodesmus,33.3,26.3,10,1,0.0303
Cynodictis,37.2,28.4,11,0,NaN
Cynodontosuchus,66,61.7,1,0,NaN
Cynohyaenodon,41.3,33.9,3,1,0.0051
Cynorca,30.8,24.8,1,0,NaN
Cynoxylon,33.9,23.03,1,0,NaN
Cynthiacetus,41.3,33.9,11,11,0.6935
Cyperaceaepollis,33.9,23.03,1,0,NaN
Cyperacites,55.8,,6,1,0.0008
Cyperus,33.9,23.03,3,0,NaN
Cyphastrea,37.2,33.9,2,0,NaN
Cyphomyia,37.2,33.9,1,1,0.0037
Cyphon,56,41.3,14,14,0.008
Cyphonogenius,47.8,41.3,1,1,0.0024
Cyphus,37.2,33.9,2,2,0.0189
Cypraea,61.6,23.03,78,8,0.0082
Cypraeagemmula,41.3,38,2,2,0.0237
Cypraedea,41.3,38,1,0,NaN
Cypraedia,61.6,33.9,27,3,0.0029
Cypraeorbis,59.2,28.4,16,3,0.001
Cypraeovula,38,33.9,2,0,NaN
Cypressaurus,37.2,33.9,3,2,0.0099
Cypricardia,66,61.6,1,0,NaN
Cypridae,37.2,33.9,3,0,NaN
Cypridopsis,33.9,23.03,1,0,NaN
Cyprinodon,66,56,1,0,NaN
Cyprinotus,33.9,23.03,1,0,NaN
Cyprinus,37.2,33.9,1,0,NaN
Cypris,58.7,33.9,3,1,0.013
Cyprois,58.7,55.8,1,0,NaN
Cypselavus,37.2,33.9,2,0,NaN
Cypselosomatites,47.8,41.3,1,1,0.0667
Cyrena,66,23.03,81,3,0.0191
Cyrenorita,33.9,28.4,14,11,0.001
Cyriacotherium,61.7,55.8,9,1,0.0006
Cyrilavis,55.8,48.6,1,1,1
Cyrtapis,37.2,33.9,1,1,0.0037
Cyrtocapsa,66,61.6,49,31,0.0101
Cyrtochetus,66,28.1,12,0,NaN
Cyrtodaria,66,47.8,4,0,NaN
Cyrtomenus,50.3,46.2,1,1,0.0049
Cyrtonotum,28.4,23.03,1,1,0.1
Cyrtopleura,66,41.3,5,0,NaN
Cyrtopone,48.6,40.4,4,4,0.0045
Cyrtorhina,41.3,28.4,2,0,NaN
Cyrtoscydmus,47.8,41.3,4,4,0.0224
Cyrtulotibia,47.8,41.3,4,2,0.0425
Cyrtulus,33.9,23.03,3,0,NaN
Cystammina,58.7,41.3,3,0,NaN
Cythara,59.2,23.03,10,3,0.0005
Cytharella,47.8,28.1,2,0,NaN
Cytheralison,37.2,23.03,2,1,0.0063
Cythere,41.3,33.9,23,0,NaN
Cytherea,66,23.03,9,0,NaN
Cythereis,66,23.03,41,0,NaN
Cytherella,66,28.1,59,3,0.0061
Cytherelloidea,66,23.03,23,2,0.0084
Cytheretta,66,28.4,15,1,0.0057
Cytheria,41.3,38,1,0,NaN
Cytheridea,47.8,28.1,20,0,NaN
Cytherideis,41.3,38,3,0,NaN
Cytheriopsis,41.3,33.9,3,0,NaN
Cytheromorpha,66,23.03,11,0,NaN
Cytheropteron,66,28.4,27,6,0.0038
Cytherura,47.8,23.03,8,1,0.0002
Cytilus,37.2,33.9,2,2,0.0004
Cyttaromyella,28.4,23.03,1,1,0.0132
Cyttaromyia,50.3,28.1,18,18,0.029
Daclera,28.1,23.03,3,3,0.0598
Dacnusites,34,34,2,2,0.0062
Dacridium,66,56,1,0,NaN
Dacrycarpus,52.22,52.22,4,4,0.026
Dacrydium,66,61.6,1,0,NaN
Dacrytherium,47.8,28.4,28,12,0.0702
Dactylen,33.9,28.1,1,0,NaN
Dactylolabis,47.8,23.03,31,31,0.0069
Dactylopora,66,38,2,0,NaN
Daira,56,28.4,5,0,NaN
Dakotallomys,33.9,30.8,4,0,NaN
Dakotornis,61.7,56.8,1,0,NaN
Dalanistes,47.8,41.3,3,3,0.2426
Dalatias,66,33.9,2,1,0.0588
Dalbergia,55.8,50.3,8,2,0.0448
Daldorfia,48.6,28.4,3,0,NaN
Dalletastacus,28.4,23.03,1,1,0.0263
Dalligas,66,61.6,4,0,NaN
Dallithyris,37.2,33.9,1,0,NaN
Dallocardia,37.2,28.1,5,0,NaN
Daniavelia,56,47.8,1,1,0.3333
Danilia,66,23.03,7,0,NaN
Daniplagia,58.7,48.6,1,1,1
Danochrysa,56,47.8,1,1,0.1667
Danogaleus,66,61.6,1,0,NaN
Dantiscanus,47.8,41.3,1,1,0.0159
Danzigia,47.8,41.3,1,1,0.0042
Daouitherium,56,47.8,1,0,NaN
Dapalis,33.9,28.4,1,0,NaN
Daphne,47.8,33.9,4,0,NaN
Daphnella,41.3,38,12,7,0.0034
Daphnia,28.4,23.03,1,0,NaN
Daphnobela,55.8,41.3,2,0,NaN
Daphnogene,48.6,28.1,10,0,NaN
Daphoenictis,40.4,33.9,12,0,NaN
Daphoenus,40.4,30.8,57,0,NaN
Dapsilidinium,28.1,23.03,1,0,NaN
Daragrapsus,33.9,28.4,2,0,NaN
Daranyia,66,23.03,1,0,NaN
Darbonetus,33.9,23.03,2,1,0.12
Darcinia,37.2,33.9,1,0,NaN
